"Station Name","CALGARY INTL A"
"Province","ALBERTA"
"Latitude","51.12"
"Longitude","-114.01"
"Elevation","1099.10"
"Climate Identifier","3031092"
"WMO Identifier","71877"
"TC Identifier","YYC"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2014-12-22","2014","12","22","‡","5.5","","-7.5","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","","","31","","35",""
"2014-12-23","2014","12","23","‡","5.2","","-6.9","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","0","","25","","54",""
"2014-12-24","2014","12","24","‡","4.3","","-7.7","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","0","","27","","46",""
"2014-12-25","2014","12","25","‡","-2.0","","-7.7","","-4.9","","22.9","","0.0","","0.0","","0.0","T","0.0","T","0","","35","","32",""
"2014-12-26","2014","12","26","‡","-3.1","","-10.4","","-6.8","","24.8","","0.0","","0.0","","0.4","","0.4","","0","","34","","32",""
"2014-12-27","2014","12","27","‡","-0.9","","-10.7","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2014-12-28","2014","12","28","‡","-7.8","","-14.4","","-11.1","","29.1","","0.0","","0.0","","5.2","","1.4","","0","","1","","41",""
"2014-12-29","2014","12","29","‡","-14.2","","-20.1","","-17.2","","35.2","","0.0","","0.0","","1.2","","0.8","","4","","34","","41",""
"2014-12-30","2014","12","30","‡","0.4","","-22.1","","-10.9","","28.9","","0.0","","0.0","","0.0","","0.0","","5","","31","","43",""
"2014-12-31","2014","12","31","‡","1.7","","-7.3","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","5","","31","","33",""
