"Station Name","CALGARY INTL A"
"Province","ALBERTA"
"Latitude","51.12"
"Longitude","-114.01"
"Elevation","1099.10"
"Climate Identifier","3031092"
"WMO Identifier","71877"
"TC Identifier","YYC"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2013-01-24","2013","01","24","‡","3.1","","-13.4","","-5.2","","23.2","","0.0","","0.0","","0.0","","0.0","","1","","33","","43",""
"2013-01-25","2013","01","25","‡","5.6","","-6.1","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"2013-01-26","2013","01","26","‡","-0.4","","-11.5","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"2013-01-27","2013","01","27","‡","2.0","","-10.7","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","1","","27","","33",""
"2013-01-28","2013","01","28","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-01-29","2013","01","29","‡","-11.9","","-24.0","","-18.0","","36.0","","0.0","","0.0","","1.4","","1.0","","3","","35","","59",""
"2013-01-30","2013","01","30","‡","-7.8","","-19.9","","-13.9","","31.9","","0.0","","0.4","","2.0","","1.2","","2","","34","","48",""
"2013-01-31","2013","01","31","‡","0.8","","-17.7","","-8.5","","26.5","","0.0","","0.0","","0.5","","0.5","","4","","","","<31",""
"2013-02-01","2013","02","01","‡","7.7","","-4.7","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","4","","1","","61",""
"2013-02-02","2013","02","02","‡","8.5","","-7.2","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","3","","26","","48",""
"2013-02-03","2013","02","03","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-04","2013","02","04","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-05","2013","02","05","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-06","2013","02","06","‡","6.6","","-5.9","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","27","","39",""
"2013-02-07","2013","02","07","‡","5.6","","-5.1","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"2013-02-08","2013","02","08","‡","5.4","","-5.4","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","1","","27","","33",""
"2013-02-09","2013","02","09","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-10","2013","02","10","‡","-1.0","","-7.8","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","1","","33","","44",""
"2013-02-11","2013","02","11","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-12","2013","02","12","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-13","2013","02","13","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-14","2013","02","14","‡","2.2","","-9.6","","-3.7","","21.7","","0.0","","0.0","","0.0","","0.0","","1","","35","","32",""
"2013-02-15","2013","02","15","‡","11.3","","-7.8","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","1","","28","","59",""
"2013-02-16","2013","02","16","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-17","2013","02","17","‡","0.3","","-7.8","","-3.8","","21.8","","0.0","","0.0","","0.4","","0.4","","","","35","","56",""
"2013-02-18","2013","02","18","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-19","2013","02","19","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-20","2013","02","20","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-21","2013","02","21","‡","1.6","","-13.1","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","","","27","","35",""
"2013-02-22","2013","02","22","‡","5.3","","-7.3","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","T","27","","52",""
"2013-02-23","2013","02","23","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-24","2013","02","24","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-25","2013","02","25","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-02-26","2013","02","26","‡","-3.4","","-8.2","","-5.8","","23.8","","0.0","","1.0","","3.0","","3.0","","6","","35","","39",""
"2013-02-27","2013","02","27","‡","4.9","","-7.5","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","3","","28","","39",""
"2013-02-28","2013","02","28","‡","6.4","","-5.1","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","1","","28","","39",""
"2013-03-01","2013","03","01","‡","10.7","","-2.5","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","1","","8","","32",""
"2013-03-02","2013","03","02","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-03","2013","03","03","‡","-3.8","","-5.7","","-4.8","","22.8","","0.0","","0.4","","11.6","","8.8","","7","","35","","63",""
"2013-03-04","2013","03","04","‡","-5.1","","-10.5","","-7.8","","25.8","","0.0","","0.0","","1.2","","1.0","","15","","35","","37",""
"2013-03-05","2013","03","05","‡","-6.8","","-12.0","","-9.4","","27.4","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"2013-03-06","2013","03","06","‡","-6.4","","-10.2","","-8.3","","26.3","","0.0","","0.0","","4.4","","4.4","","15","","17","","35",""
"2013-03-07","2013","03","07","‡","-7.4","","-13.0","","-10.2","","28.2","","0.0","","0.0","","2.2","","1.2","","14","","","","<31",""
"2013-03-08","2013","03","08","‡","0.5","","-12.4","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","11","","20","","32",""
"2013-03-09","2013","03","09","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-10","2013","03","10","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-11","2013","03","11","‡","-0.7","","-5.4","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","3","","33","","52",""
"2013-03-12","2013","03","12","‡","4.8","","-6.8","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"2013-03-13","2013","03","13","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-14","2013","03","14","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-15","2013","03","15","‡","-6.9","","-13.8","","-10.4","","28.4","","0.0","","0.0","T","0.0","","0.0","T","3","","35","","35",""
"2013-03-16","2013","03","16","‡","-8.6","","-12.8","","-10.7","","28.7","","0.0","","0.0","","0.0","T","0.0","T","3","","15","","35",""
"2013-03-17","2013","03","17","‡","-10.6","","-15.0","","-12.8","","30.8","","0.0","","0.0","","1.8","","1.4","","2","","36","","52",""
"2013-03-18","2013","03","18","‡","-2.6","","-15.3","","-9.0","","27.0","","0.0","","0.0","","0.4","","0.4","","2","","1","","50",""
"2013-03-19","2013","03","19","‡","2.2","","-13.1","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","3","","27","","39",""
"2013-03-20","2013","03","20","‡","13.9","","-3.7","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","1","","18","","39",""
"2013-03-21","2013","03","21","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-22","2013","03","22","‡","-3.7","","-11.3","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","1","","34","","48",""
"2013-03-23","2013","03","23","‡","-3.4","","-12.8","","-8.1","","26.1","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"2013-03-24","2013","03","24","‡","0.0","","-12.8","","-6.4","","24.4","","0.0","","0.0","","0.0","","0.0","","1","","13","","33",""
"2013-03-25","2013","03","25","‡","5.0","","-8.2","","-1.6","","19.6","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"2013-03-26","2013","03","26","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-27","2013","03","27","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-28","2013","03","28","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-29","2013","03","29","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-03-30","2013","03","30","‡","10.8","","-1.4","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","","","14","","33",""
"2013-03-31","2013","03","31","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-01","2013","04","01","‡","10.4","","-4.6","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","","","14","","43",""
"2013-04-02","2013","04","02","‡","19.2","","-3.7","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","34","","56",""
"2013-04-03","2013","04","03","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-04","2013","04","04","‡","6.4","","-2.3","","2.1","","15.9","","0.0","","0.0","","0.0","T","0.0","T","","","16","","48",""
"2013-04-05","2013","04","05","‡","5.6","","-3.3","","1.2","","16.8","","0.0","","0.0","","0.0","T","0.0","T","","","35","","44",""
"2013-04-06","2013","04","06","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-07","2013","04","07","‡","-1.9","","-6.6","","-4.3","","22.3","","0.0","","0.0","","5.6","","2.6","","1","","4","","33",""
"2013-04-08","2013","04","08","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-09","2013","04","09","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-10","2013","04","10","‡","10.4","","-2.7","","3.9","","14.1","","0.0","","0.0","","0.0","T","0.0","T","","","34","","57",""
"2013-04-11","2013","04","11","‡","4.1","","-1.5","","1.3","","16.7","","0.0","","0.6","","4.8","","5.4","","1","","34","","54",""
"2013-04-12","2013","04","12","‡","5.9","","-7.2","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","","","17","","44",""
"2013-04-13","2013","04","13","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-14","2013","04","14","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-15","2013","04","15","‡","-2.8","","-8.8","","-5.8","","23.8","","0.0","","0.2","","1.4","","1.0","","8","","35","","33",""
"2013-04-16","2013","04","16","‡","0.6","","-6.9","","-3.2","","21.2","","0.0","","0.0","T","0.0","","0.0","T","6","","34","","44",""
"2013-04-17","2013","04","17","‡","6.4","","-10.0","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","2","","18","","37",""
"2013-04-18","2013","04","18","‡","9.3","","-2.2","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","1","","34","","54",""
"2013-04-19","2013","04","19","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-20","2013","04","20","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-21","2013","04","21","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-22","2013","04","22","‡","8.9","","-8.4","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-04-23","2013","04","23","‡","8.3","","-4.2","","2.1","","15.9","","0.0","","0.0","","0.0","T","0.0","T","","","32","","67",""
"2013-04-24","2013","04","24","‡","13.9","","-3.1","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","","","34","","44",""
"2013-04-25","2013","04","25","‡","17.9","","2.9","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","26","","67",""
"2013-04-26","2013","04","26","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-27","2013","04","27","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-28","2013","04","28","‡","16.5","","2.3","","9.4","","8.6","","0.0","","0.0","T","0.0","","0.0","T","","","36","","57",""
"2013-04-29","2013","04","29","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-04-30","2013","04","30","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-01","2013","05","01","‡","10.9","","-8.3","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","","","26","","46",""
"2013-05-02","2013","05","02","‡","19.0","","0.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","","","26","","46",""
"2013-05-03","2013","05","03","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-04","2013","05","04","‡","18.8","","2.6","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","16","","32",""
"2013-05-05","2013","05","05","‡","23.4","","3.0","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","19","","32",""
"2013-05-06","2013","05","06","‡","27.3","","5.8","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","15","","46",""
"2013-05-07","2013","05","07","‡","16.0","","7.4","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","36","","82",""
"2013-05-08","2013","05","08","‡","21.1","","4.4","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","14","","44",""
"2013-05-09","2013","05","09","‡","26.3","","5.3","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","36","","65",""
"2013-05-10","2013","05","10","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-11","2013","05","11","‡","27.4","","5.3","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","26","","41",""
"2013-05-12","2013","05","12","‡","28.6","","14.0","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","","","29","","65",""
"2013-05-13","2013","05","13","‡","21.6","","10.3","","16.0","","2.0","","0.0","","0.0","T","0.0","","0.0","T","","","27","","67",""
"2013-05-14","2013","05","14","‡","15.2","","7.4","","11.3","","6.7","","0.0","","0.0","T","0.0","","0.0","T","","","27","","56",""
"2013-05-15","2013","05","15","‡","25.4","","6.0","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","17","","41",""
"2013-05-16","2013","05","16","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-17","2013","05","17","‡","17.2","","1.0","","9.1","","8.9","","0.0","","0.0","T","0.0","","0.0","T","","","35","","33",""
"2013-05-18","2013","05","18","‡","20.9","","1.7","E","11.3","E","6.7","E","0.0","E","","M","","","0.2","E","","","","M","","M"
"2013-05-19","2013","05","19","‡","16.2","","7.5","","11.9","","6.1","","0.0","","0.2","","0.0","","0.2","","","","33","","48",""
"2013-05-20","2013","05","20","‡","20.1","","3.3","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","13","","50",""
"2013-05-21","2013","05","21","‡","22.4","","5.9","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","13","","63",""
"2013-05-22","2013","05","22","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-05-23","2013","05","23","‡","14.1","","6.4","","10.3","","7.7","","0.0","","23.4","","0.0","","23.4","","","","14","","59",""
"2013-05-24","2013","05","24","‡","8.0","","4.1","","6.1","","11.9","","0.0","","51.2","","0.0","","51.2","","","","27","","59",""
"2013-05-25","2013","05","25","‡","14.9","","3.8","","9.4","","8.6","","0.0","","8.0","","0.0","","8.0","","","","26","","63",""
"2013-05-26","2013","05","26","‡","17.9","","1.9","","9.9","","8.1","","0.0","","0.0","T","0.0","","0.0","T","","","9","","33",""
"2013-05-27","2013","05","27","‡","19.2","","4.6","","11.9","","6.1","","0.0","","0.2","","0.0","","0.2","","","","12","","37",""
"2013-05-28","2013","05","28","‡","17.2","","7.9","","12.6","","5.4","","0.0","","1.8","","0.0","","1.8","","","","15","","41",""
"2013-05-29","2013","05","29","‡","16.6","","8.5","","12.6","","5.4","","0.0","","5.6","","0.0","","5.6","","","","","","<31",""
"2013-05-30","2013","05","30","‡","12.1","","9.1","","10.6","","7.4","","0.0","","10.8","","0.0","","10.8","","","","19","","35",""
"2013-05-31","2013","05","31","‡","15.7","","8.7","","12.2","","5.8","","0.0","","3.4","","0.0","","3.4","","","","35","","35",""
"2013-06-01","2013","06","01","‡","17.2","","5.4","","11.3","","6.7","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2013-06-02","2013","06","02","‡","12.7","","8.1","","10.4","","7.6","","0.0","","25.4","","0.0","","25.4","","","","35","","43",""
"2013-06-03","2013","06","03","‡","14.0","","7.7","","10.9","","7.1","","0.0","","16.4","","0.0","","16.4","","","","31","","39",""
"2013-06-04","2013","06","04","‡","19.1","","3.0","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","18","","37",""
"2013-06-05","2013","06","05","‡","23.0","","6.3","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","35","","59",""
"2013-06-06","2013","06","06","‡","22.1","","6.4","","14.3","","3.7","","0.0","","0.0","T","0.0","","0.0","T","","","13","","43",""
"2013-06-07","2013","06","07","‡","23.1","","9.8","","16.5","","1.5","","0.0","","0.6","","0.0","","0.6","","","","31","","65",""
"2013-06-08","2013","06","08","‡","18.8","","7.7","","13.3","","4.7","","0.0","","1.2","","0.0","","1.2","","","","35","","39",""
"2013-06-09","2013","06","09","‡","14.8","","6.3","","10.6","","7.4","","0.0","","0.6","","0.0","","0.6","","","","31","","65",""
"2013-06-10","2013","06","10","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-11","2013","06","11","‡","","","","","","","","","","","","","","","","","","","","","",""
"2013-06-12","2013","06","12","‡","19.9","","7.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","34","","44",""
"2013-06-13","2013","06","13","‡","16.9","","6.7","","11.8","","6.2","","0.0","","2.8","","0.0","","2.8","","","","33","","46",""
"2013-06-14","2013","06","14","‡","16.3","","6.4","","11.4","","6.6","","0.0","","7.8","","0.0","","7.8","","","","30","","63",""
"2013-06-15","2013","06","15","‡","19.1","","8.6","","13.9","","4.1","","0.0","","4.6","","0.0","","4.6","","","","30","","70",""
"2013-06-16","2013","06","16","‡","18.8","","7.7","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","","","33","","48",""
"2013-06-17","2013","06","17","‡","21.6","","9.3","","15.5","","2.5","","0.0","","2.0","","0.0","","2.0","","","","21","","57",""
"2013-06-18","2013","06","18","‡","19.3","","11.2","","15.3","","2.7","","0.0","","6.4","","0.0","","6.4","","","","22","","48",""
"2013-06-19","2013","06","19","‡","17.7","","12.4","","15.1","","2.9","","0.0","","7.8","","0.0","","7.8","","","","4","","59",""
"2013-06-20","2013","06","20","‡","17.1","","11.1","","14.1","","3.9","","0.0","","45.0","","0.0","","45.0","","","","1","","72",""
"2013-06-21","2013","06","21","‡","15.3","","9.2","","12.3","","5.7","","0.0","","23.0","","0.0","","23.0","","","","35","","44",""
"2013-06-22","2013","06","22","‡","18.9","","5.7","","12.3","","5.7","","0.0","","0.6","","0.0","","0.6","","","","34","","43",""
"2013-06-23","2013","06","23","‡","20.6","","7.8","","14.2","","3.8","","0.0","","1.2","","0.0","","1.2","","","","1","","44",""
"2013-06-24","2013","06","24","‡","20.2","","6.8","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","14","","39",""
"2013-06-25","2013","06","25","‡","21.5","","10.2","","15.9","","2.1","","0.0","","1.2","","0.0","","1.2","","","","27","","35",""
"2013-06-26","2013","06","26","‡","22.9","","9.4","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","25","","56",""
"2013-06-27","2013","06","27","‡","23.1","","10.3","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","27","","44",""
"2013-06-28","2013","06","28","‡","23.7","","11.1","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","15","","37",""
"2013-06-29","2013","06","29","‡","25.6","","12.3","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","33","","39",""
"2013-06-30","2013","06","30","‡","24.6","","12.7","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","35","","35",""
"2013-07-01","2013","07","01","‡","26.9","","15.1","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","14","","41",""
"2013-07-02","2013","07","02","‡","32.8","","16.8","","24.8","","0.0","","6.8","","0.0","","0.0","","0.0","","","","16","","39",""
"2013-07-03","2013","07","03","‡","25.0","","16.0","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","36","","61",""
"2013-07-04","2013","07","04","‡","24.0","","13.5","","18.8","","0.0","","0.8","","1.8","","0.0","","1.8","","","","4","","56",""
"2013-07-05","2013","07","05","‡","19.5","","11.2","","15.4","","2.6","","0.0","","11.2","","0.0","","11.2","","","","34","","52",""
"2013-07-06","2013","07","06","‡","16.5","","7.2","","11.9","","6.1","","0.0","","0.8","","0.0","","0.8","","","","35","","67",""
"2013-07-07","2013","07","07","‡","19.6","","5.2","","12.4","","5.6","","0.0","","0.0","","0.0","","0.0","","","","10","","35",""
"2013-07-08","2013","07","08","‡","15.8","","11.5","","13.7","","4.3","","0.0","","11.8","","0.0","","11.8","","","","","","<31",""
"2013-07-09","2013","07","09","‡","25.2","","7.7","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","13","","39",""
"2013-07-10","2013","07","10","‡","27.5","","11.8","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","17","","50",""
"2013-07-11","2013","07","11","‡","26.3","","11.3","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","32","","59",""
"2013-07-12","2013","07","12","‡","20.8","","8.8","","14.8","","3.2","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2013-07-13","2013","07","13","‡","17.7","","8.1","","12.9","","5.1","","0.0","","4.4","","0.0","","4.4","","","","34","","48",""
"2013-07-14","2013","07","14","‡","22.4","","9.1","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","34","","57",""
"2013-07-15","2013","07","15","‡","16.2","","7.8","","12.0","","6.0","","0.0","","0.6","","0.0","","0.6","","","","33","","67",""
"2013-07-16","2013","07","16","‡","21.1","","7.0","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2013-07-17","2013","07","17","‡","23.6","","10.5","","17.1","","0.9","","0.0","","3.8","","0.0","","3.8","","","","20","","35",""
"2013-07-18","2013","07","18","‡","26.1","","13.8","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","34","","39",""
"2013-07-19","2013","07","19","‡","25.5","","11.5","","18.5","","0.0","","0.5","","0.0","T","0.0","","0.0","T","","","3","","44",""
"2013-07-20","2013","07","20","‡","25.6","","11.5","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","6","","37",""
"2013-07-21","2013","07","21","‡","21.9","","12.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","36","","63",""
"2013-07-22","2013","07","22","‡","23.6","","14.1","","18.9","","0.0","","0.9","","10.0","","0.0","","10.0","","","","33","","35",""
"2013-07-23","2013","07","23","‡","22.1","","12.6","","17.4","","0.6","","0.0","","0.2","","0.0","","0.2","","","","","","<31",""
"2013-07-24","2013","07","24","‡","21.9","","13.6","","17.8","","0.2","","0.0","","0.6","","0.0","","0.6","","","","","","<31",""
"2013-07-25","2013","07","25","‡","18.3","","12.9","","15.6","","2.4","","0.0","","0.8","","0.0","","0.8","","","","13","","37",""
"2013-07-26","2013","07","26","‡","23.2","","8.7","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","14","","41",""
"2013-07-27","2013","07","27","‡","19.2","","11.5","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","34","","70",""
